,Year,Region,Race_or_Ethnicity,Sex,Age_Group,Opioid_Poisoning_Deaths,total
2312,2012,ROS,Not Stated,F,35-44,1,27717
2323,2012,ROS,Not Stated,M,25-34,1,27717
2324,2012,ROS,Not Stated,M,35-44,1,27717
2346,2012,ROS,Other Non Hispanic,M,65-74,1,27717
2347,2012,ROS,Other Non Hispanic,M,20-24,2,27717
2348,2012,ROS,Other Non Hispanic,M,35-44,4,27717
2353,2012,ROS,White Non Hispanic,F,85+,1,27717
2354,2012,ROS,White Non Hispanic,F,75-84,3,27717
2355,2012,ROS,White Non Hispanic,F,65-74,8,27717
2356,2012,ROS,White Non Hispanic,F,20-24,19,27717
2357,2012,ROS,White Non Hispanic,F,35-44,44,27717
2358,2012,ROS,White Non Hispanic,F,25-34,49,27717
2359,2012,ROS,White Non Hispanic,F,55-64,53,27717
2360,2012,ROS,White Non Hispanic,F,45-54,64,27717
2363,2012,ROS,White Non Hispanic,M,<1,1,27717
2364,2012,ROS,White Non Hispanic,M,75-84,2,27717
2365,2012,ROS,White Non Hispanic,M,85+,2,27717
2366,2012,ROS,White Non Hispanic,M,65-74,8,27717
2367,2012,ROS,White Non Hispanic,M,19-Oct,12,27717
2368,2012,ROS,White Non Hispanic,M,55-64,56,27717
2369,2012,ROS,White Non Hispanic,M,20-24,64,27717
2370,2012,ROS,White Non Hispanic,M,35-44,104,27717
2371,2012,ROS,White Non Hispanic,M,45-54,117,27717
2372,2012,ROS,White Non Hispanic,M,25-34,150,27717
2380,2013,NYC,Black Non Hispanic,F,20-24,3,27717
2381,2013,NYC,Black Non Hispanic,F,25-34,3,27717
2382,2013,NYC,Black Non Hispanic,F,35-44,3,27717
2383,2013,NYC,Black Non Hispanic,F,55-64,10,27717
2384,2013,NYC,Black Non Hispanic,F,45-54,12,27717
2390,2013,NYC,Black Non Hispanic,M,20-24,1,27717
2391,2013,NYC,Black Non Hispanic,M,25-34,1,27717
2392,2013,NYC,Black Non Hispanic,M,19-Oct,2,27717
2393,2013,NYC,Black Non Hispanic,M,65-74,4,27717
2394,2013,NYC,Black Non Hispanic,M,35-44,6,27717
2395,2013,NYC,Black Non Hispanic,M,45-54,16,27717
2396,2013,NYC,Black Non Hispanic,M,55-64,17,27717
2402,2013,NYC,Hispanic,F,19-Oct,1,27717
2403,2013,NYC,Hispanic,F,65-74,1,27717
2404,2013,NYC,Hispanic,F,20-24,3,27717
2405,2013,NYC,Hispanic,F,35-44,7,27717
2406,2013,NYC,Hispanic,F,55-64,9,27717
2407,2013,NYC,Hispanic,F,45-54,11,27717
2408,2013,NYC,Hispanic,F,25-34,12,27717
2415,2013,NYC,Hispanic,M,20-24,5,27717
2416,2013,NYC,Hispanic,M,65-74,5,27717
2417,2013,NYC,Hispanic,M,55-64,18,27717
2418,2013,NYC,Hispanic,M,25-34,22,27717
2419,2013,NYC,Hispanic,M,35-44,24,27717
2420,2013,NYC,Hispanic,M,45-54,37,27717
2429,2013,NYC,Not Stated,F,35-44,1,27717
2430,2013,NYC,Not Stated,F,45-54,1,27717
2431,2013,NYC,Not Stated,F,55-64,1,27717
2432,2013,NYC,Not Stated,F,65-74,1,27717
2440,2013,NYC,Not Stated,M,20-24,1,27717
2441,2013,NYC,Not Stated,M,65-74,1,27717
2442,2013,NYC,Not Stated,M,35-44,2,27717
2443,2013,NYC,Not Stated,M,45-54,4,27717
2444,2013,NYC,Not Stated,M,55-64,5,27717
2455,2013,NYC,Other Non Hispanic,F,45-54,1,27717
2456,2013,NYC,Other Non Hispanic,F,55-64,1,27717
2465,2013,NYC,Other Non Hispanic,M,20-24,1,27717
2466,2013,NYC,Other Non Hispanic,M,25-34,1,27717
2467,2013,NYC,Other Non Hispanic,M,65-74,1,27717
2468,2013,NYC,Other Non Hispanic,M,35-44,4,27717
2474,2013,NYC,White Non Hispanic,F,20-24,3,27717
2475,2013,NYC,White Non Hispanic,F,75-84,3,27717
2476,2013,NYC,White Non Hispanic,F,65-74,5,27717
2477,2013,NYC,White Non Hispanic,F,25-34,7,27717
2478,2013,NYC,White Non Hispanic,F,35-44,14,27717
2479,2013,NYC,White Non Hispanic,F,55-64,15,27717
2480,2013,NYC,White Non Hispanic,F,45-54,20,27717
2484,2013,NYC,White Non Hispanic,M,19-Oct,1,27717
2485,2013,NYC,White Non Hispanic,M,75-84,1,27717
2486,2013,NYC,White Non Hispanic,M,85+,1,27717
2487,2013,NYC,White Non Hispanic,M,65-74,5,27717
2488,2013,NYC,White Non Hispanic,M,20-24,13,27717
2489,2013,NYC,White Non Hispanic,M,55-64,32,27717
2490,2013,NYC,White Non Hispanic,M,35-44,35,27717
2491,2013,NYC,White Non Hispanic,M,25-34,45,27717
2492,2013,NYC,White Non Hispanic,M,45-54,50,27717
2500,2013,ROS,Black Non Hispanic,F,9-Jan,1,27717
2501,2013,ROS,Black Non Hispanic,F,25-34,2,27717
2502,2013,ROS,Black Non Hispanic,F,35-44,2,27717
2503,2013,ROS,Black Non Hispanic,F,55-64,7,27717
2504,2013,ROS,Black Non Hispanic,F,45-54,8,27717
2511,2013,ROS,Black Non Hispanic,M,65-74,2,27717
2512,2013,ROS,Black Non Hispanic,M,20-24,3,27717
2513,2013,ROS,Black Non Hispanic,M,25-34,4,27717
2514,2013,ROS,Black Non Hispanic,M,35-44,8,27717
2515,2013,ROS,Black Non Hispanic,M,55-64,12,27717
2516,2013,ROS,Black Non Hispanic,M,45-54,13,27717
2524,2013,ROS,Hispanic,F,20-24,1,27717
2525,2013,ROS,Hispanic,F,55-64,1,27717
2526,2013,ROS,Hispanic,F,25-34,2,27717
2527,2013,ROS,Hispanic,F,35-44,4,27717
2528,2013,ROS,Hispanic,F,45-54,5,27717
2534,2013,ROS,Hispanic,M,65-74,1,27717
2535,2013,ROS,Hispanic,M,20-24,4,27717
2536,2013,ROS,Hispanic,M,19-Oct,5,27717
2537,2013,ROS,Hispanic,M,55-64,6,27717
2538,2013,ROS,Hispanic,M,45-54,13,27717
2539,2013,ROS,Hispanic,M,35-44,16,27717
2540,2013,ROS,Hispanic,M,25-34,19,27717
2561,2013,ROS,Not Stated,M,20-24,1,27717
2562,2013,ROS,Not Stated,M,55-64,1,27717
2584,2013,ROS,Other Non Hispanic,M,35-44,1,27717
2585,2013,ROS,Other Non Hispanic,M,20-24,2,27717
2586,2013,ROS,Other Non Hispanic,M,25-34,3,27717
2591,2013,ROS,White Non Hispanic,F,75-84,6,27717
2592,2013,ROS,White Non Hispanic,F,19-Oct,7,27717
2593,2013,ROS,White Non Hispanic,F,65-74,8,27717
2594,2013,ROS,White Non Hispanic,F,20-24,26,27717
2595,2013,ROS,White Non Hispanic,F,55-64,50,27717
2596,2013,ROS,White Non Hispanic,F,25-34,51,27717
2597,2013,ROS,White Non Hispanic,F,35-44,52,27717
2598,2013,ROS,White Non Hispanic,F,45-54,98,27717
2600,2013,ROS,White Non Hispanic,M,9-Jan,1,27717
2601,2013,ROS,White Non Hispanic,M,75-84,1,27717
2602,2013,ROS,White Non Hispanic,M,85+,1,27717
2603,2013,ROS,White Non Hispanic,M,<1,1,27717
2604,2013,ROS,White Non Hispanic,M,19-Oct,14,27717
2605,2013,ROS,White Non Hispanic,M,65-74,14,27717
2606,2013,ROS,White Non Hispanic,M,55-64,78,27717
2607,2013,ROS,White Non Hispanic,M,20-24,93,27717
2608,2013,ROS,White Non Hispanic,M,35-44,120,27717
2609,2013,ROS,White Non Hispanic,M,45-54,120,27717
2610,2013,ROS,White Non Hispanic,M,25-34,207,27717
2617,2014,NYC,Black Non Hispanic,F,9-Jan,1,27717
2618,2014,NYC,Black Non Hispanic,F,25-34,3,27717
2619,2014,NYC,Black Non Hispanic,F,65-74,3,27717
2620,2014,NYC,Black Non Hispanic,F,35-44,4,27717
2621,2014,NYC,Black Non Hispanic,F,55-64,10,27717
2622,2014,NYC,Black Non Hispanic,F,45-54,16,27717
2630,2014,NYC,Black Non Hispanic,M,65-74,3,27717
2631,2014,NYC,Black Non Hispanic,M,25-34,4,27717
2632,2014,NYC,Black Non Hispanic,M,35-44,6,27717
2633,2014,NYC,Black Non Hispanic,M,55-64,16,27717
2634,2014,NYC,Black Non Hispanic,M,45-54,19,27717
2642,2014,NYC,Hispanic,F,65-74,1,27717
2643,2014,NYC,Hispanic,F,25-34,5,27717
2644,2014,NYC,Hispanic,F,45-54,6,27717
2645,2014,NYC,Hispanic,F,55-64,6,27717
2646,2014,NYC,Hispanic,F,35-44,9,27717
2651,2014,NYC,Hispanic,M,19-Oct,1,27717
2652,2014,NYC,Hispanic,M,75-84,1,27717
2653,2014,NYC,Hispanic,M,65-74,3,27717
2654,2014,NYC,Hispanic,M,20-24,7,27717
2655,2014,NYC,Hispanic,M,25-34,16,27717
2656,2014,NYC,Hispanic,M,55-64,20,27717
2657,2014,NYC,Hispanic,M,35-44,22,27717
2658,2014,NYC,Hispanic,M,45-54,30,27717
2668,2014,NYC,Not Stated,F,45-54,1,27717
2669,2014,NYC,Not Stated,F,35-44,2,27717
2670,2014,NYC,Not Stated,F,55-64,2,27717
2678,2014,NYC,Not Stated,M,20-24,1,27717
2679,2014,NYC,Not Stated,M,45-54,1,27717
2680,2014,NYC,Not Stated,M,25-34,2,27717
2681,2014,NYC,Not Stated,M,35-44,2,27717
2682,2014,NYC,Not Stated,M,55-64,2,27717
2692,2014,NYC,Other Non Hispanic,F,55-64,1,27717
2693,2014,NYC,Other Non Hispanic,F,19-Oct,2,27717
2694,2014,NYC,Other Non Hispanic,F,45-54,2,27717
2705,2014,NYC,Other Non Hispanic,M,20-24,1,27717
2706,2014,NYC,Other Non Hispanic,M,35-44,3,27717
2711,2014,NYC,White Non Hispanic,F,75-84,1,27717
2712,2014,NYC,White Non Hispanic,F,19-Oct,2,27717
2713,2014,NYC,White Non Hispanic,F,65-74,3,27717
2714,2014,NYC,White Non Hispanic,F,35-44,7,27717
2715,2014,NYC,White Non Hispanic,F,20-24,9,27717
2716,2014,NYC,White Non Hispanic,F,55-64,17,27717
2717,2014,NYC,White Non Hispanic,F,25-34,20,27717
2718,2014,NYC,White Non Hispanic,F,45-54,24,27717
2723,2014,NYC,White Non Hispanic,M,85+,1,27717
2724,2014,NYC,White Non Hispanic,M,19-Oct,5,27717
2725,2014,NYC,White Non Hispanic,M,65-74,5,27717
2726,2014,NYC,White Non Hispanic,M,20-24,21,27717
2727,2014,NYC,White Non Hispanic,M,55-64,27,27717
2728,2014,NYC,White Non Hispanic,M,45-54,51,27717
2729,2014,NYC,White Non Hispanic,M,35-44,57,27717
2730,2014,NYC,White Non Hispanic,M,25-34,62,27717
2737,2014,ROS,Black Non Hispanic,F,20-24,1,27717
2738,2014,ROS,Black Non Hispanic,F,65-74,1,27717
2739,2014,ROS,Black Non Hispanic,F,35-44,4,27717
2740,2014,ROS,Black Non Hispanic,F,55-64,4,27717
2741,2014,ROS,Black Non Hispanic,F,45-54,5,27717
2742,2014,ROS,Black Non Hispanic,F,25-34,6,27717
2750,2014,ROS,Black Non Hispanic,M,20-24,1,27717
2751,2014,ROS,Black Non Hispanic,M,25-34,8,27717
2752,2014,ROS,Black Non Hispanic,M,35-44,9,27717
2753,2014,ROS,Black Non Hispanic,M,45-54,12,27717
2754,2014,ROS,Black Non Hispanic,M,55-64,12,27717
2763,2014,ROS,Hispanic,F,20-24,1,27717
2764,2014,ROS,Hispanic,F,25-34,5,27717
2765,2014,ROS,Hispanic,F,35-44,7,27717
2766,2014,ROS,Hispanic,F,45-54,9,27717
2773,2014,ROS,Hispanic,M,65-74,1,27717
2774,2014,ROS,Hispanic,M,55-64,3,27717
2775,2014,ROS,Hispanic,M,20-24,4,27717
2776,2014,ROS,Hispanic,M,45-54,14,27717
2777,2014,ROS,Hispanic,M,25-34,15,27717
2778,2014,ROS,Hispanic,M,35-44,19,27717
2800,2014,ROS,Not Stated,M,25-34,2,27717
2811,2014,ROS,Other Non Hispanic,F,20-24,1,27717
2812,2014,ROS,Other Non Hispanic,F,25-34,1,27717
2821,2014,ROS,Other Non Hispanic,M,20-24,1,27717
2822,2014,ROS,Other Non Hispanic,M,45-54,1,27717
2823,2014,ROS,Other Non Hispanic,M,55-64,2,27717
2824,2014,ROS,Other Non Hispanic,M,25-34,4,27717
2828,2014,ROS,White Non Hispanic,F,75-84,4,27717
2829,2014,ROS,White Non Hispanic,F,85+,4,27717
2830,2014,ROS,White Non Hispanic,F,19-Oct,7,27717
2831,2014,ROS,White Non Hispanic,F,65-74,13,27717
2832,2014,ROS,White Non Hispanic,F,20-24,27,27717
2833,2014,ROS,White Non Hispanic,F,55-64,60,27717
2834,2014,ROS,White Non Hispanic,F,25-34,66,27717
2835,2014,ROS,White Non Hispanic,F,35-44,69,27717
2836,2014,ROS,White Non Hispanic,F,45-54,81,27717
2842,2014,ROS,White Non Hispanic,M,19-Oct,9,27717
2843,2014,ROS,White Non Hispanic,M,65-74,10,27717
2844,2014,ROS,White Non Hispanic,M,55-64,72,27717
2845,2014,ROS,White Non Hispanic,M,20-24,89,27717
2846,2014,ROS,White Non Hispanic,M,35-44,128,27717
2847,2014,ROS,White Non Hispanic,M,45-54,148,27717
2848,2014,ROS,White Non Hispanic,M,25-34,213,27717
2856,2015,NYC,Black Non Hispanic,F,20-24,1,27717
2857,2015,NYC,Black Non Hispanic,F,35-44,3,27717
2858,2015,NYC,Black Non Hispanic,F,25-34,4,27717
2859,2015,NYC,Black Non Hispanic,F,55-64,10,27717
2860,2015,NYC,Black Non Hispanic,F,45-54,15,27717
2868,2015,NYC,Black Non Hispanic,M,65-74,7,27717
2869,2015,NYC,Black Non Hispanic,M,35-44,9,27717
2870,2015,NYC,Black Non Hispanic,M,25-34,11,27717
2871,2015,NYC,Black Non Hispanic,M,45-54,21,27717
2872,2015,NYC,Black Non Hispanic,M,55-64,22,27717
2878,2015,NYC,Hispanic,F,19-Oct,1,27717
2879,2015,NYC,Hispanic,F,65-74,3,27717
2880,2015,NYC,Hispanic,F,20-24,6,27717
2881,2015,NYC,Hispanic,F,55-64,8,27717
2882,2015,NYC,Hispanic,F,25-34,11,27717
2883,2015,NYC,Hispanic,F,35-44,15,27717
2884,2015,NYC,Hispanic,F,45-54,15,27717
2890,2015,NYC,Hispanic,M,19-Oct,1,27717
2891,2015,NYC,Hispanic,M,65-74,2,27717
2892,2015,NYC,Hispanic,M,20-24,12,27717
2893,2015,NYC,Hispanic,M,55-64,18,27717
2894,2015,NYC,Hispanic,M,25-34,36,27717
2895,2015,NYC,Hispanic,M,35-44,38,27717
2896,2015,NYC,Hispanic,M,45-54,52,27717
2905,2015,NYC,Not Stated,F,20-24,1,27717
2906,2015,NYC,Not Stated,F,25-34,1,27717
2907,2015,NYC,Not Stated,F,45-54,2,27717
2908,2015,NYC,Not Stated,F,55-64,2,27717
2917,2015,NYC,Not Stated,M,25-34,3,27717
2918,2015,NYC,Not Stated,M,35-44,3,27717
2919,2015,NYC,Not Stated,M,45-54,4,27717
2920,2015,NYC,Not Stated,M,55-64,5,27717
2939,2015,NYC,Other Non Hispanic,M,19-Oct,1,27717
2940,2015,NYC,Other Non Hispanic,M,35-44,1,27717
2941,2015,NYC,Other Non Hispanic,M,45-54,1,27717
2942,2015,NYC,Other Non Hispanic,M,55-64,1,27717
2943,2015,NYC,Other Non Hispanic,M,20-24,2,27717
2944,2015,NYC,Other Non Hispanic,M,25-34,8,27717
2950,2015,NYC,White Non Hispanic,F,19-Oct,2,27717
2951,2015,NYC,White Non Hispanic,F,65-74,2,27717
2952,2015,NYC,White Non Hispanic,F,20-24,3,27717
2953,2015,NYC,White Non Hispanic,F,25-34,15,27717
2954,2015,NYC,White Non Hispanic,F,55-64,15,27717
2955,2015,NYC,White Non Hispanic,F,35-44,20,27717
2956,2015,NYC,White Non Hispanic,F,45-54,23,27717
2961,2015,NYC,White Non Hispanic,M,75-84,2,27717
2962,2015,NYC,White Non Hispanic,M,19-Oct,3,27717
2963,2015,NYC,White Non Hispanic,M,65-74,9,27717
2964,2015,NYC,White Non Hispanic,M,20-24,18,27717
2965,2015,NYC,White Non Hispanic,M,55-64,37,27717
2966,2015,NYC,White Non Hispanic,M,35-44,46,27717
2967,2015,NYC,White Non Hispanic,M,25-34,48,27717
2968,2015,NYC,White Non Hispanic,M,45-54,69,27717
2974,2015,ROS,Black Non Hispanic,F,19-Oct,1,27717
2975,2015,ROS,Black Non Hispanic,F,20-24,1,27717
2976,2015,ROS,Black Non Hispanic,F,35-44,2,27717
2977,2015,ROS,Black Non Hispanic,F,25-34,4,27717
2978,2015,ROS,Black Non Hispanic,F,65-74,4,27717
2979,2015,ROS,Black Non Hispanic,F,55-64,5,27717
2980,2015,ROS,Black Non Hispanic,F,45-54,8,27717
2987,2015,ROS,Black Non Hispanic,M,20-24,3,27717
2988,2015,ROS,Black Non Hispanic,M,65-74,4,27717
2989,2015,ROS,Black Non Hispanic,M,25-34,11,27717
2990,2015,ROS,Black Non Hispanic,M,35-44,12,27717
2991,2015,ROS,Black Non Hispanic,M,45-54,14,27717
2992,2015,ROS,Black Non Hispanic,M,55-64,14,27717
2999,2015,ROS,Hispanic,F,19-Oct,1,27717
3000,2015,ROS,Hispanic,F,20-24,2,27717
3001,2015,ROS,Hispanic,F,25-34,3,27717
3002,2015,ROS,Hispanic,F,35-44,3,27717
3003,2015,ROS,Hispanic,F,55-64,3,27717
3004,2015,ROS,Hispanic,F,45-54,7,27717
3010,2015,ROS,Hispanic,M,19-Oct,2,27717
3011,2015,ROS,Hispanic,M,65-74,2,27717
3012,2015,ROS,Hispanic,M,55-64,5,27717
3013,2015,ROS,Hispanic,M,20-24,8,27717
3014,2015,ROS,Hispanic,M,45-54,13,27717
3015,2015,ROS,Hispanic,M,25-34,19,27717
3016,2015,ROS,Hispanic,M,35-44,22,27717
3026,2015,ROS,Not Stated,F,55-64,1,27717
3027,2015,ROS,Not Stated,F,35-44,2,27717
3036,2015,ROS,Not Stated,M,35-44,1,27717
3037,2015,ROS,Not Stated,M,55-64,1,27717
3038,2015,ROS,Not Stated,M,20-24,3,27717
3039,2015,ROS,Not Stated,M,45-54,5,27717
3050,2015,ROS,Other Non Hispanic,F,45-54,1,27717
3051,2015,ROS,Other Non Hispanic,F,25-34,2,27717
3058,2015,ROS,Other Non Hispanic,M,19-Oct,1,27717
3059,2015,ROS,Other Non Hispanic,M,45-54,1,27717
3060,2015,ROS,Other Non Hispanic,M,55-64,2,27717
3061,2015,ROS,Other Non Hispanic,M,35-44,3,27717
3062,2015,ROS,Other Non Hispanic,M,20-24,4,27717
3063,2015,ROS,Other Non Hispanic,M,25-34,4,27717
3065,2015,ROS,White Non Hispanic,F,<1,1,27717
3066,2015,ROS,White Non Hispanic,F,9-Jan,2,27717
3067,2015,ROS,White Non Hispanic,F,85+,2,27717
3068,2015,ROS,White Non Hispanic,F,75-84,3,27717
3069,2015,ROS,White Non Hispanic,F,65-74,5,27717
3070,2015,ROS,White Non Hispanic,F,19-Oct,13,27717
3071,2015,ROS,White Non Hispanic,F,20-24,25,27717
3072,2015,ROS,White Non Hispanic,F,55-64,53,27717
3073,2015,ROS,White Non Hispanic,F,35-44,74,27717
3074,2015,ROS,White Non Hispanic,F,45-54,85,27717
3075,2015,ROS,White Non Hispanic,F,25-34,100,27717
3080,2015,ROS,White Non Hispanic,M,75-84,3,27717
3081,2015,ROS,White Non Hispanic,M,19-Oct,14,27717
3082,2015,ROS,White Non Hispanic,M,65-74,19,27717
3083,2015,ROS,White Non Hispanic,M,55-64,96,27717
3084,2015,ROS,White Non Hispanic,M,20-24,115,27717
3085,2015,ROS,White Non Hispanic,M,45-54,172,27717
3086,2015,ROS,White Non Hispanic,M,35-44,185,27717
3087,2015,ROS,White Non Hispanic,M,25-34,308,27717
3094,2016,NYC,Black Non Hispanic,F,20-24,1,27717
3095,2016,NYC,Black Non Hispanic,F,65-74,2,27717
3096,2016,NYC,Black Non Hispanic,F,25-34,7,27717
3097,2016,NYC,Black Non Hispanic,F,35-44,13,27717
3098,2016,NYC,Black Non Hispanic,F,45-54,17,27717
3099,2016,NYC,Black Non Hispanic,F,55-64,18,27717
3105,2016,NYC,Black Non Hispanic,M,75-84,1,27717
3106,2016,NYC,Black Non Hispanic,M,20-24,5,27717
3107,2016,NYC,Black Non Hispanic,M,65-74,8,27717
3108,2016,NYC,Black Non Hispanic,M,35-44,12,27717
3109,2016,NYC,Black Non Hispanic,M,25-34,13,27717
3110,2016,NYC,Black Non Hispanic,M,45-54,44,27717
3111,2016,NYC,Black Non Hispanic,M,55-64,61,27717
3118,2016,NYC,Hispanic,F,20-24,2,27717
3119,2016,NYC,Hispanic,F,19-Oct,3,27717
3120,2016,NYC,Hispanic,F,55-64,8,27717
3121,2016,NYC,Hispanic,F,25-34,11,27717
3122,2016,NYC,Hispanic,F,35-44,21,27717
3123,2016,NYC,Hispanic,F,45-54,26,27717
3128,2016,NYC,Hispanic,M,19-Oct,1,27717
3129,2016,NYC,Hispanic,M,75-84,1,27717
3130,2016,NYC,Hispanic,M,65-74,6,27717
3131,2016,NYC,Hispanic,M,20-24,15,27717
3132,2016,NYC,Hispanic,M,25-34,40,27717
3133,2016,NYC,Hispanic,M,55-64,58,27717
3134,2016,NYC,Hispanic,M,35-44,60,27717
3135,2016,NYC,Hispanic,M,45-54,80,27717
3145,2016,NYC,Not Stated,F,45-54,1,27717
3146,2016,NYC,Not Stated,F,35-44,2,27717
3147,2016,NYC,Not Stated,F,55-64,2,27717
3156,2016,NYC,Not Stated,M,20-24,2,27717
3157,2016,NYC,Not Stated,M,35-44,2,27717
3158,2016,NYC,Not Stated,M,25-34,4,27717
3159,2016,NYC,Not Stated,M,45-54,4,27717
3169,2016,NYC,Other Non Hispanic,F,20-24,1,27717
3170,2016,NYC,Other Non Hispanic,F,25-34,1,27717
3171,2016,NYC,Other Non Hispanic,F,35-44,1,27717
3179,2016,NYC,Other Non Hispanic,M,35-44,1,27717
3180,2016,NYC,Other Non Hispanic,M,65-74,1,27717
3181,2016,NYC,Other Non Hispanic,M,45-54,2,27717
3182,2016,NYC,Other Non Hispanic,M,25-34,4,27717
3183,2016,NYC,Other Non Hispanic,M,20-24,7,27717
3188,2016,NYC,White Non Hispanic,F,19-Oct,1,27717
3189,2016,NYC,White Non Hispanic,F,75-84,3,27717
3190,2016,NYC,White Non Hispanic,F,20-24,5,27717
3191,2016,NYC,White Non Hispanic,F,65-74,9,27717
3192,2016,NYC,White Non Hispanic,F,55-64,19,27717
3193,2016,NYC,White Non Hispanic,F,35-44,20,27717
3194,2016,NYC,White Non Hispanic,F,25-34,24,27717
3195,2016,NYC,White Non Hispanic,F,45-54,30,27717
3199,2016,NYC,White Non Hispanic,M,85+,1,27717
3200,2016,NYC,White Non Hispanic,M,75-84,2,27717
3201,2016,NYC,White Non Hispanic,M,19-Oct,4,27717
3202,2016,NYC,White Non Hispanic,M,65-74,17,27717
3203,2016,NYC,White Non Hispanic,M,20-24,27,27717
3204,2016,NYC,White Non Hispanic,M,55-64,45,27717
3205,2016,NYC,White Non Hispanic,M,35-44,70,27717
3206,2016,NYC,White Non Hispanic,M,45-54,86,27717
3207,2016,NYC,White Non Hispanic,M,25-34,101,27717
3212,2016,ROS,Black Non Hispanic,F,9-Jan,1,27717
3213,2016,ROS,Black Non Hispanic,F,19-Oct,1,27717
3214,2016,ROS,Black Non Hispanic,F,65-74,1,27717
3215,2016,ROS,Black Non Hispanic,F,20-24,5,27717
3216,2016,ROS,Black Non Hispanic,F,55-64,5,27717
3217,2016,ROS,Black Non Hispanic,F,25-34,6,27717
3218,2016,ROS,Black Non Hispanic,F,35-44,8,27717
3219,2016,ROS,Black Non Hispanic,F,45-54,17,27717
3224,2016,ROS,Black Non Hispanic,M,75-84,1,27717
3225,2016,ROS,Black Non Hispanic,M,19-Oct,2,27717
3226,2016,ROS,Black Non Hispanic,M,20-24,5,27717
3227,2016,ROS,Black Non Hispanic,M,65-74,6,27717
3228,2016,ROS,Black Non Hispanic,M,35-44,18,27717
