,Year,Region,Race_or_Ethnicity,Sex,Age_Group,Opioid_Poisoning_Deaths,total
3229,2016,ROS,Black Non Hispanic,M,25-34,21,27717
3230,2016,ROS,Black Non Hispanic,M,55-64,24,27717
3231,2016,ROS,Black Non Hispanic,M,45-54,26,27717
3239,2016,ROS,Hispanic,F,20-24,3,27717
3240,2016,ROS,Hispanic,F,55-64,3,27717
3241,2016,ROS,Hispanic,F,35-44,5,27717
3242,2016,ROS,Hispanic,F,45-54,6,27717
3243,2016,ROS,Hispanic,F,25-34,12,27717
3250,2016,ROS,Hispanic,M,19-Oct,2,27717
3251,2016,ROS,Hispanic,M,55-64,11,27717
3252,2016,ROS,Hispanic,M,20-24,16,27717
3253,2016,ROS,Hispanic,M,45-54,21,27717
3254,2016,ROS,Hispanic,M,35-44,25,27717
3255,2016,ROS,Hispanic,M,25-34,47,27717
3265,2016,ROS,Not Stated,F,35-44,1,27717
3266,2016,ROS,Not Stated,F,25-34,3,27717
3275,2016,ROS,Not Stated,M,19-Oct,1,27717
3276,2016,ROS,Not Stated,M,25-34,1,27717
3277,2016,ROS,Not Stated,M,55-64,1,27717
3278,2016,ROS,Not Stated,M,35-44,2,27717
3287,2016,ROS,Other Non Hispanic,F,35-44,1,27717
3288,2016,ROS,Other Non Hispanic,F,55-64,1,27717
3289,2016,ROS,Other Non Hispanic,F,45-54,2,27717
3290,2016,ROS,Other Non Hispanic,F,25-34,5,27717
3299,2016,ROS,Other Non Hispanic,M,45-54,1,27717
3300,2016,ROS,Other Non Hispanic,M,20-24,3,27717
3301,2016,ROS,Other Non Hispanic,M,55-64,3,27717
3302,2016,ROS,Other Non Hispanic,M,25-34,9,27717
3307,2016,ROS,White Non Hispanic,F,75-84,6,27717
3308,2016,ROS,White Non Hispanic,F,19-Oct,8,27717
3309,2016,ROS,White Non Hispanic,F,65-74,13,27717
3310,2016,ROS,White Non Hispanic,F,20-24,46,27717
3311,2016,ROS,White Non Hispanic,F,55-64,69,27717
3312,2016,ROS,White Non Hispanic,F,45-54,99,27717
3313,2016,ROS,White Non Hispanic,F,35-44,116,27717
3314,2016,ROS,White Non Hispanic,F,25-34,145,27717
3317,2016,ROS,White Non Hispanic,M,9-Jan,1,27717
3318,2016,ROS,White Non Hispanic,M,75-84,3,27717
3319,2016,ROS,White Non Hispanic,M,85+,3,27717
3320,2016,ROS,White Non Hispanic,M,19-Oct,20,27717
3321,2016,ROS,White Non Hispanic,M,65-74,24,27717
3322,2016,ROS,White Non Hispanic,M,55-64,112,27717
3323,2016,ROS,White Non Hispanic,M,20-24,139,27717
3324,2016,ROS,White Non Hispanic,M,45-54,212,27717
3325,2016,ROS,White Non Hispanic,M,35-44,268,27717
3326,2016,ROS,White Non Hispanic,M,25-34,419,27717
3334,2017,NYC,Black Non Hispanic,F,65-74,2,27717
3335,2017,NYC,Black Non Hispanic,F,25-34,11,27717
3336,2017,NYC,Black Non Hispanic,F,35-44,11,27717
3337,2017,NYC,Black Non Hispanic,F,55-64,20,27717
3338,2017,NYC,Black Non Hispanic,F,45-54,25,27717
3344,2017,NYC,Black Non Hispanic,M,20-24,2,27717
3345,2017,NYC,Black Non Hispanic,M,75-84,2,27717
3346,2017,NYC,Black Non Hispanic,M,25-34,21,27717
3347,2017,NYC,Black Non Hispanic,M,35-44,23,27717
3348,2017,NYC,Black Non Hispanic,M,65-74,23,27717
3349,2017,NYC,Black Non Hispanic,M,55-64,58,27717
3350,2017,NYC,Black Non Hispanic,M,45-54,59,27717
3357,2017,NYC,Hispanic,F,65-74,3,27717
3358,2017,NYC,Hispanic,F,20-24,5,27717
3359,2017,NYC,Hispanic,F,25-34,6,27717
3360,2017,NYC,Hispanic,F,35-44,9,27717
3361,2017,NYC,Hispanic,F,55-64,12,27717
3362,2017,NYC,Hispanic,F,45-54,19,27717
3367,2017,NYC,Hispanic,M,75-84,1,27717
3368,2017,NYC,Hispanic,M,19-Oct,4,27717
3369,2017,NYC,Hispanic,M,20-24,11,27717
3370,2017,NYC,Hispanic,M,65-74,14,27717
3371,2017,NYC,Hispanic,M,55-64,56,27717
3372,2017,NYC,Hispanic,M,25-34,58,27717
3373,2017,NYC,Hispanic,M,35-44,67,27717
3374,2017,NYC,Hispanic,M,45-54,86,27717
3385,2017,NYC,Not Stated,F,35-44,1,27717
3386,2017,NYC,Not Stated,F,45-54,1,27717
3395,2017,NYC,Not Stated,M,35-44,1,27717
3396,2017,NYC,Not Stated,M,25-34,2,27717
3397,2017,NYC,Not Stated,M,45-54,3,27717
3398,2017,NYC,Not Stated,M,55-64,3,27717
3407,2017,NYC,Other Non Hispanic,F,35-44,1,27717
3408,2017,NYC,Other Non Hispanic,F,45-54,1,27717
3409,2017,NYC,Other Non Hispanic,F,25-34,2,27717
3410,2017,NYC,Other Non Hispanic,F,20-24,3,27717
3419,2017,NYC,Other Non Hispanic,M,20-24,1,27717
3420,2017,NYC,Other Non Hispanic,M,45-54,2,27717
3421,2017,NYC,Other Non Hispanic,M,35-44,5,27717
3422,2017,NYC,Other Non Hispanic,M,25-34,9,27717
3425,2017,NYC,White Non Hispanic,F,9-Jan,1,27717
3426,2017,NYC,White Non Hispanic,F,19-Oct,1,27717
3427,2017,NYC,White Non Hispanic,F,75-84,1,27717
3428,2017,NYC,White Non Hispanic,F,85+,1,27717
3429,2017,NYC,White Non Hispanic,F,65-74,5,27717
3430,2017,NYC,White Non Hispanic,F,20-24,7,27717
3431,2017,NYC,White Non Hispanic,F,35-44,14,27717
3432,2017,NYC,White Non Hispanic,F,45-54,19,27717
3433,2017,NYC,White Non Hispanic,F,55-64,21,27717
3434,2017,NYC,White Non Hispanic,F,25-34,32,27717
3440,2017,NYC,White Non Hispanic,M,19-Oct,2,27717
3441,2017,NYC,White Non Hispanic,M,65-74,9,27717
3442,2017,NYC,White Non Hispanic,M,20-24,22,27717
3443,2017,NYC,White Non Hispanic,M,55-64,49,27717
3444,2017,NYC,White Non Hispanic,M,45-54,74,27717
3445,2017,NYC,White Non Hispanic,M,35-44,84,27717
3446,2017,NYC,White Non Hispanic,M,25-34,102,27717
3452,2017,ROS,Black Non Hispanic,F,19-Oct,1,27717
3453,2017,ROS,Black Non Hispanic,F,65-74,1,27717
3454,2017,ROS,Black Non Hispanic,F,20-24,4,27717
3455,2017,ROS,Black Non Hispanic,F,55-64,4,27717
3456,2017,ROS,Black Non Hispanic,F,35-44,7,27717
3457,2017,ROS,Black Non Hispanic,F,25-34,9,27717
3458,2017,ROS,Black Non Hispanic,F,45-54,12,27717
3462,2017,ROS,Black Non Hispanic,M,85+,1,27717
3463,2017,ROS,Black Non Hispanic,M,9-Jan,2,27717
3464,2017,ROS,Black Non Hispanic,M,19-Oct,3,27717
3465,2017,ROS,Black Non Hispanic,M,20-24,4,27717
3466,2017,ROS,Black Non Hispanic,M,65-74,9,27717
3467,2017,ROS,Black Non Hispanic,M,35-44,14,27717
3468,2017,ROS,Black Non Hispanic,M,25-34,19,27717
3469,2017,ROS,Black Non Hispanic,M,55-64,23,27717
3470,2017,ROS,Black Non Hispanic,M,45-54,24,27717
3478,2017,ROS,Hispanic,F,55-64,2,27717
3479,2017,ROS,Hispanic,F,45-54,4,27717
3480,2017,ROS,Hispanic,F,20-24,5,27717
3481,2017,ROS,Hispanic,F,35-44,9,27717
3482,2017,ROS,Hispanic,F,25-34,14,27717
3488,2017,ROS,Hispanic,M,19-Oct,1,27717
3489,2017,ROS,Hispanic,M,65-74,2,27717
3490,2017,ROS,Hispanic,M,20-24,6,27717
3491,2017,ROS,Hispanic,M,55-64,17,27717
3492,2017,ROS,Hispanic,M,45-54,26,27717
3493,2017,ROS,Hispanic,M,35-44,39,27717
3494,2017,ROS,Hispanic,M,25-34,45,27717
3513,2017,ROS,Not Stated,M,20-24,1,27717
3514,2017,ROS,Not Stated,M,35-44,1,27717
3515,2017,ROS,Not Stated,M,55-64,1,27717
3516,2017,ROS,Not Stated,M,45-54,2,27717
3517,2017,ROS,Not Stated,M,65-74,2,27717
3528,2017,ROS,Other Non Hispanic,F,45-54,2,27717
3529,2017,ROS,Other Non Hispanic,F,25-34,5,27717
3536,2017,ROS,Other Non Hispanic,M,75-84,1,27717
3537,2017,ROS,Other Non Hispanic,M,19-Oct,2,27717
3538,2017,ROS,Other Non Hispanic,M,20-24,2,27717
3539,2017,ROS,Other Non Hispanic,M,45-54,3,27717
3540,2017,ROS,Other Non Hispanic,M,35-44,8,27717
3541,2017,ROS,Other Non Hispanic,M,25-34,10,27717
3546,2017,ROS,White Non Hispanic,F,75-84,4,27717
3547,2017,ROS,White Non Hispanic,F,19-Oct,8,27717
3548,2017,ROS,White Non Hispanic,F,65-74,12,27717
3549,2017,ROS,White Non Hispanic,F,20-24,42,27717
3550,2017,ROS,White Non Hispanic,F,55-64,71,27717
3551,2017,ROS,White Non Hispanic,F,35-44,111,27717
3552,2017,ROS,White Non Hispanic,F,45-54,113,27717
3553,2017,ROS,White Non Hispanic,F,25-34,134,27717
3557,2017,ROS,White Non Hispanic,M,75-84,1,27717
3558,2017,ROS,White Non Hispanic,M,85+,1,27717
3559,2017,ROS,White Non Hispanic,M,19-Oct,13,27717
3560,2017,ROS,White Non Hispanic,M,65-74,26,27717
3561,2017,ROS,White Non Hispanic,M,20-24,117,27717
3562,2017,ROS,White Non Hispanic,M,55-64,152,27717
3563,2017,ROS,White Non Hispanic,M,45-54,266,27717
3564,2017,ROS,White Non Hispanic,M,35-44,307,27717
3565,2017,ROS,White Non Hispanic,M,25-34,445,27717
3572,2018,NYC,Black Non Hispanic,F,20-24,1,27717
3573,2018,NYC,Black Non Hispanic,F,65-74,5,27717
3574,2018,NYC,Black Non Hispanic,F,25-34,7,27717
3575,2018,NYC,Black Non Hispanic,F,35-44,8,27717
3576,2018,NYC,Black Non Hispanic,F,45-54,23,27717
3577,2018,NYC,Black Non Hispanic,F,55-64,23,27717
3583,2018,NYC,Black Non Hispanic,M,20-24,1,27717
3584,2018,NYC,Black Non Hispanic,M,75-84,3,27717
3585,2018,NYC,Black Non Hispanic,M,35-44,9,27717
3586,2018,NYC,Black Non Hispanic,M,65-74,9,27717
3587,2018,NYC,Black Non Hispanic,M,25-34,16,27717
3588,2018,NYC,Black Non Hispanic,M,45-54,44,27717
3589,2018,NYC,Black Non Hispanic,M,55-64,65,27717
3596,2018,NYC,Hispanic,F,20-24,4,27717
3597,2018,NYC,Hispanic,F,65-74,5,27717
3598,2018,NYC,Hispanic,F,35-44,10,27717
3599,2018,NYC,Hispanic,F,25-34,16,27717
3600,2018,NYC,Hispanic,F,45-54,24,27717
3601,2018,NYC,Hispanic,F,55-64,26,27717
3605,2018,NYC,Hispanic,M,9-Jan,1,27717
3606,2018,NYC,Hispanic,M,19-Oct,1,27717
3607,2018,NYC,Hispanic,M,75-84,2,27717
3608,2018,NYC,Hispanic,M,20-24,14,27717
3609,2018,NYC,Hispanic,M,65-74,19,27717
3610,2018,NYC,Hispanic,M,55-64,51,27717
3611,2018,NYC,Hispanic,M,25-34,56,27717
3612,2018,NYC,Hispanic,M,35-44,68,27717
3613,2018,NYC,Hispanic,M,45-54,84,27717
3621,2018,NYC,Not Stated,F,20-24,1,27717
3622,2018,NYC,Not Stated,F,35-44,1,27717
3623,2018,NYC,Not Stated,F,65-74,1,27717
3624,2018,NYC,Not Stated,F,25-34,2,27717
3625,2018,NYC,Not Stated,F,45-54,3,27717
3633,2018,NYC,Not Stated,M,20-24,1,27717
3634,2018,NYC,Not Stated,M,35-44,4,27717
3635,2018,NYC,Not Stated,M,45-54,4,27717
3636,2018,NYC,Not Stated,M,25-34,8,27717
3637,2018,NYC,Not Stated,M,55-64,8,27717
3648,2018,NYC,Other Non Hispanic,F,25-34,1,27717
3649,2018,NYC,Other Non Hispanic,F,35-44,1,27717
3658,2018,NYC,Other Non Hispanic,M,20-24,1,27717
3659,2018,NYC,Other Non Hispanic,M,55-64,1,27717
3660,2018,NYC,Other Non Hispanic,M,25-34,3,27717
3661,2018,NYC,Other Non Hispanic,M,35-44,3,27717
3665,2018,NYC,White Non Hispanic,F,19-Oct,1,27717
3666,2018,NYC,White Non Hispanic,F,20-24,1,27717
3667,2018,NYC,White Non Hispanic,F,75-84,1,27717
3668,2018,NYC,White Non Hispanic,F,85+,3,27717
3669,2018,NYC,White Non Hispanic,F,65-74,9,27717
3670,2018,NYC,White Non Hispanic,F,35-44,15,27717
3671,2018,NYC,White Non Hispanic,F,55-64,15,27717
3672,2018,NYC,White Non Hispanic,F,25-34,20,27717
3673,2018,NYC,White Non Hispanic,F,45-54,27,27717
3678,2018,NYC,White Non Hispanic,M,75-84,2,27717
3679,2018,NYC,White Non Hispanic,M,19-Oct,4,27717
3680,2018,NYC,White Non Hispanic,M,20-24,15,27717
3681,2018,NYC,White Non Hispanic,M,65-74,19,27717
3682,2018,NYC,White Non Hispanic,M,55-64,41,27717
3683,2018,NYC,White Non Hispanic,M,35-44,68,27717
3684,2018,NYC,White Non Hispanic,M,25-34,76,27717
3685,2018,NYC,White Non Hispanic,M,45-54,79,27717
3691,2018,ROS,Black Non Hispanic,F,19-Oct,1,27717
3692,2018,ROS,Black Non Hispanic,F,20-24,1,27717
3693,2018,ROS,Black Non Hispanic,F,65-74,6,27717
3694,2018,ROS,Black Non Hispanic,F,35-44,9,27717
3695,2018,ROS,Black Non Hispanic,F,45-54,9,27717
3696,2018,ROS,Black Non Hispanic,F,25-34,11,27717
3697,2018,ROS,Black Non Hispanic,F,55-64,15,27717
3703,2018,ROS,Black Non Hispanic,M,19-Oct,2,27717
3704,2018,ROS,Black Non Hispanic,M,20-24,2,27717
3705,2018,ROS,Black Non Hispanic,M,65-74,11,27717
3706,2018,ROS,Black Non Hispanic,M,45-54,19,27717
3707,2018,ROS,Black Non Hispanic,M,55-64,19,27717
3708,2018,ROS,Black Non Hispanic,M,35-44,20,27717
3709,2018,ROS,Black Non Hispanic,M,25-34,21,27717
3717,2018,ROS,Hispanic,F,20-24,1,27717
3718,2018,ROS,Hispanic,F,55-64,3,27717
3719,2018,ROS,Hispanic,F,45-54,5,27717
3720,2018,ROS,Hispanic,F,35-44,8,27717
3721,2018,ROS,Hispanic,F,25-34,11,27717
3727,2018,ROS,Hispanic,M,19-Oct,1,27717
3728,2018,ROS,Hispanic,M,65-74,2,27717
3729,2018,ROS,Hispanic,M,20-24,10,27717
3730,2018,ROS,Hispanic,M,55-64,15,27717
3731,2018,ROS,Hispanic,M,35-44,31,27717
3732,2018,ROS,Hispanic,M,45-54,31,27717
3733,2018,ROS,Hispanic,M,25-34,34,27717
3743,2018,ROS,Not Stated,F,25-34,1,27717
3744,2018,ROS,Not Stated,F,35-44,1,27717
3745,2018,ROS,Not Stated,F,65-74,1,27717
3753,2018,ROS,Not Stated,M,19-Oct,1,27717
3754,2018,ROS,Not Stated,M,35-44,1,27717
3755,2018,ROS,Not Stated,M,45-54,1,27717
3756,2018,ROS,Not Stated,M,55-64,1,27717
3757,2018,ROS,Not Stated,M,25-34,7,27717
3766,2018,ROS,Other Non Hispanic,F,55-64,1,27717
3767,2018,ROS,Other Non Hispanic,F,20-24,2,27717
3768,2018,ROS,Other Non Hispanic,F,25-34,2,27717
3769,2018,ROS,Other Non Hispanic,F,45-54,2,27717
3776,2018,ROS,Other Non Hispanic,M,65-74,1,27717
3777,2018,ROS,Other Non Hispanic,M,55-64,2,27717
3778,2018,ROS,Other Non Hispanic,M,20-24,4,27717
3779,2018,ROS,Other Non Hispanic,M,25-34,4,27717
3780,2018,ROS,Other Non Hispanic,M,35-44,4,27717
3781,2018,ROS,Other Non Hispanic,M,45-54,4,27717
3785,2018,ROS,White Non Hispanic,F,85+,1,27717
3786,2018,ROS,White Non Hispanic,F,75-84,2,27717
3787,2018,ROS,White Non Hispanic,F,19-Oct,7,27717
3788,2018,ROS,White Non Hispanic,F,65-74,12,27717
3789,2018,ROS,White Non Hispanic,F,20-24,44,27717
3790,2018,ROS,White Non Hispanic,F,55-64,72,27717
3791,2018,ROS,White Non Hispanic,F,35-44,95,27717
3792,2018,ROS,White Non Hispanic,F,45-54,106,27717
3793,2018,ROS,White Non Hispanic,F,25-34,140,27717
3798,2018,ROS,White Non Hispanic,M,75-84,6,27717
3799,2018,ROS,White Non Hispanic,M,19-Oct,9,27717
3800,2018,ROS,White Non Hispanic,M,65-74,30,27717
3801,2018,ROS,White Non Hispanic,M,20-24,80,27717
3802,2018,ROS,White Non Hispanic,M,55-64,120,27717
3803,2018,ROS,White Non Hispanic,M,45-54,199,27717
3804,2018,ROS,White Non Hispanic,M,35-44,274,27717
3805,2018,ROS,White Non Hispanic,M,25-34,387,27717
3811,2019,NYC,Black Non Hispanic,F,19-Oct,1,27717
3812,2019,NYC,Black Non Hispanic,F,20-24,3,27717
3813,2019,NYC,Black Non Hispanic,F,25-34,6,27717
3814,2019,NYC,Black Non Hispanic,F,35-44,7,27717
3815,2019,NYC,Black Non Hispanic,F,65-74,11,27717
3816,2019,NYC,Black Non Hispanic,F,45-54,22,27717
3817,2019,NYC,Black Non Hispanic,F,55-64,24,27717
3822,2019,NYC,Black Non Hispanic,M,9-Jan,1,27717
3823,2019,NYC,Black Non Hispanic,M,75-84,3,27717
3824,2019,NYC,Black Non Hispanic,M,20-24,4,27717
3825,2019,NYC,Black Non Hispanic,M,25-34,14,27717
3826,2019,NYC,Black Non Hispanic,M,35-44,23,27717
3827,2019,NYC,Black Non Hispanic,M,65-74,25,27717
3828,2019,NYC,Black Non Hispanic,M,45-54,50,27717
3829,2019,NYC,Black Non Hispanic,M,55-64,77,27717
3835,2019,NYC,Hispanic,F,9-Jan,1,27717
3836,2019,NYC,Hispanic,F,20-24,2,27717
3837,2019,NYC,Hispanic,F,65-74,10,27717
3838,2019,NYC,Hispanic,F,25-34,14,27717
3839,2019,NYC,Hispanic,F,55-64,19,27717
3840,2019,NYC,Hispanic,F,35-44,21,27717
3841,2019,NYC,Hispanic,F,45-54,25,27717
3847,2019,NYC,Hispanic,M,75-84,2,27717
3848,2019,NYC,Hispanic,M,20-24,11,27717
3849,2019,NYC,Hispanic,M,65-74,20,27717
3850,2019,NYC,Hispanic,M,25-34,63,27717
3851,2019,NYC,Hispanic,M,45-54,77,27717
3852,2019,NYC,Hispanic,M,35-44,78,27717
3853,2019,NYC,Hispanic,M,55-64,80,27717
3865,2019,NYC,Not Stated,F,45-54,1,27717
3866,2019,NYC,Not Stated,F,55-64,3,27717
3873,2019,NYC,Not Stated,M,65-74,1,27717
3874,2019,NYC,Not Stated,M,75-84,1,27717
3875,2019,NYC,Not Stated,M,20-24,2,27717
3876,2019,NYC,Not Stated,M,45-54,2,27717
3877,2019,NYC,Not Stated,M,35-44,4,27717
3878,2019,NYC,Not Stated,M,25-34,7,27717
3879,2019,NYC,Not Stated,M,55-64,7,27717
3887,2019,NYC,Other Non Hispanic,F,19-Oct,1,27717
3888,2019,NYC,Other Non Hispanic,F,20-24,1,27717
3889,2019,NYC,Other Non Hispanic,F,35-44,1,27717
3890,2019,NYC,Other Non Hispanic,F,45-54,1,27717
3891,2019,NYC,Other Non Hispanic,F,55-64,2,27717
3892,2019,NYC,Other Non Hispanic,F,25-34,3,27717
3900,2019,NYC,Other Non Hispanic,M,19-Oct,1,27717
3901,2019,NYC,Other Non Hispanic,M,55-64,2,27717
3902,2019,NYC,Other Non Hispanic,M,20-24,3,27717
3903,2019,NYC,Other Non Hispanic,M,35-44,5,27717
3904,2019,NYC,Other Non Hispanic,M,25-34,8,27717
3909,2019,NYC,White Non Hispanic,F,19-Oct,2,27717
3910,2019,NYC,White Non Hispanic,F,75-84,2,27717
3911,2019,NYC,White Non Hispanic,F,20-24,3,27717
3912,2019,NYC,White Non Hispanic,F,65-74,5,27717
3913,2019,NYC,White Non Hispanic,F,45-54,21,27717
3914,2019,NYC,White Non Hispanic,F,25-34,24,27717
3915,2019,NYC,White Non Hispanic,F,35-44,24,27717
3916,2019,NYC,White Non Hispanic,F,55-64,26,27717
3922,2019,NYC,White Non Hispanic,M,19-Oct,1,27717
3923,2019,NYC,White Non Hispanic,M,75-84,2,27717
3924,2019,NYC,White Non Hispanic,M,20-24,6,27717
3925,2019,NYC,White Non Hispanic,M,65-74,22,27717
3926,2019,NYC,White Non Hispanic,M,45-54,60,27717
3927,2019,NYC,White Non Hispanic,M,55-64,60,27717
3928,2019,NYC,White Non Hispanic,M,35-44,72,27717
3929,2019,NYC,White Non Hispanic,M,25-34,82,27717
3936,2019,ROS,Black Non Hispanic,F,20-24,1,27717
3937,2019,ROS,Black Non Hispanic,F,65-74,4,27717
3938,2019,ROS,Black Non Hispanic,F,25-34,7,27717
3939,2019,ROS,Black Non Hispanic,F,35-44,9,27717
3940,2019,ROS,Black Non Hispanic,F,55-64,12,27717
3941,2019,ROS,Black Non Hispanic,F,45-54,15,27717
3947,2019,ROS,Black Non Hispanic,M,75-84,2,27717
3948,2019,ROS,Black Non Hispanic,M,20-24,5,27717
3949,2019,ROS,Black Non Hispanic,M,65-74,6,27717
3950,2019,ROS,Black Non Hispanic,M,35-44,18,27717
3951,2019,ROS,Black Non Hispanic,M,25-34,22,27717
3952,2019,ROS,Black Non Hispanic,M,55-64,26,27717
3953,2019,ROS,Black Non Hispanic,M,45-54,37,27717
3960,2019,ROS,Hispanic,F,9-Jan,1,27717
3961,2019,ROS,Hispanic,F,55-64,3,27717
3962,2019,ROS,Hispanic,F,20-24,4,27717
3963,2019,ROS,Hispanic,F,35-44,5,27717
3964,2019,ROS,Hispanic,F,45-54,9,27717
3965,2019,ROS,Hispanic,F,25-34,10,27717
3972,2019,ROS,Hispanic,M,19-Oct,2,27717
3973,2019,ROS,Hispanic,M,65-74,2,27717
3974,2019,ROS,Hispanic,M,20-24,12,27717
3975,2019,ROS,Hispanic,M,55-64,13,27717
3976,2019,ROS,Hispanic,M,45-54,29,27717
3977,2019,ROS,Hispanic,M,25-34,42,27717
3978,2019,ROS,Hispanic,M,35-44,48,27717
3987,2019,ROS,Not Stated,F,25-34,1,27717
3988,2019,ROS,Not Stated,F,35-44,1,27717
3989,2019,ROS,Not Stated,F,45-54,1,27717
3997,2019,ROS,Not Stated,M,45-54,1,27717
3998,2019,ROS,Not Stated,M,20-24,2,27717
3999,2019,ROS,Not Stated,M,35-44,2,27717
4000,2019,ROS,Not Stated,M,55-64,2,27717
4001,2019,ROS,Not Stated,M,25-34,3,27717
4011,2019,ROS,Other Non Hispanic,F,45-54,1,27717
4012,2019,ROS,Other Non Hispanic,F,55-64,2,27717
4013,2019,ROS,Other Non Hispanic,F,25-34,5,27717
4021,2019,ROS,Other Non Hispanic,M,20-24,2,27717
4022,2019,ROS,Other Non Hispanic,M,55-64,2,27717
4023,2019,ROS,Other Non Hispanic,M,25-34,3,27717
4024,2019,ROS,Other Non Hispanic,M,35-44,4,27717
4025,2019,ROS,Other Non Hispanic,M,45-54,4,27717
4029,2019,ROS,White Non Hispanic,F,<1,1,27717
4030,2019,ROS,White Non Hispanic,F,19-Oct,3,27717
4031,2019,ROS,White Non Hispanic,F,75-84,4,27717
4032,2019,ROS,White Non Hispanic,F,65-74,14,27717
4033,2019,ROS,White Non Hispanic,F,20-24,40,27717
4034,2019,ROS,White Non Hispanic,F,55-64,59,27717
4035,2019,ROS,White Non Hispanic,F,45-54,73,27717
4036,2019,ROS,White Non Hispanic,F,35-44,119,27717
4037,2019,ROS,White Non Hispanic,F,25-34,129,27717
4041,2019,ROS,White Non Hispanic,M,75-84,1,27717
4042,2019,ROS,White Non Hispanic,M,Unknown,1,27717
4043,2019,ROS,White Non Hispanic,M,85+,2,27717
4044,2019,ROS,White Non Hispanic,M,19-Oct,5,27717
4045,2019,ROS,White Non Hispanic,M,65-74,27,27717
4046,2019,ROS,White Non Hispanic,M,20-24,61,27717
4047,2019,ROS,White Non Hispanic,M,55-64,117,27717
4048,2019,ROS,White Non Hispanic,M,45-54,195,27717
4049,2019,ROS,White Non Hispanic,M,35-44,240,27717
4050,2019,ROS,White Non Hispanic,M,25-34,323,27717
